Date,BTC,Daily_Returns_Percentage,Weekly_Returns_Percentage,DR_Classes,WR_Classes,News
2016-01-02,0.00230479,0.8488541600254962,4.0988395401600854,PS,PL,"skywriters rose parade plead anybody trump/,,,/heart doctors listening clues future stethoscopes/,,,/man drove car french troops jihadi propaganda computer prosecutor/,,,/chicago distrust toward mayor turned personal/,,,/donald trump featured new jihadist recruitment video/,,,/putin names united states among threats new russian security strategy/,,,/shi ite muslims worldwide decry execution saudi cleric/,,,/bernie sanders raises <NUM> million latest fundraising quarter/,,,/iowa fans boo stanford marching band rose bowl halftime show/,,,/saudi arabia executes prominent shiite cleric <NUM> others <NUM> cities"
2016-01-03,0.0023312414,-1.1476707205428625,1.162825502488971,NS,PS,"explosions gunshots indian consulate afghan city mazar/,,,/likely <NUM> republican nominee/,,,/decluttering guru marie kondo back life-changing magic/,,,/gop consultant day/,,,/heckler disrupts hillary clinton town hall bill clinton sexual history/,,,/one year two races inside republican party bizarre tumultuous <NUM>/,,,/hollowing middle class/,,,/israelis comparing tel aviv shooting attacks paris/,,,/star wars force awakens hurtles toward becoming biggest domestic film ever/,,,/steelers steal playoff spot jets fall rex ryan patriots problem – nfl week <NUM>"
2016-01-04,0.0022988242,1.3905552638178165,3.23904192001892,PS,PL,"dead college football player leaves clues concussions toll brain/,,,/hillary clinton miscast figure <NUM> political stage/,,,/oregon standoff america double standards race religion/,,,/waka flocka nonsense bill cosby/,,,/oregon occupiers land dispute explained <NUM> maps/,,,/putin anti-obama propaganda ugly desperate/,,,/dollar hovers near two-week high eyes policy divergence support <NUM>/,,,/ford toyota ally counter silicon valley dashboard war/,,,/real sack coach benitez appoint zidane/,,,/republican presidential hopefuls tread lightly oregon militia news"
2016-01-05,0.0023133529,-0.6320057010014182,0.6655509240902404,NS,PS,"exclusive verizon launches auction sell data centers sources/,,,/va. sen. creigh deeds sues state others <NUM> million son suicide/,,,/conservation groups denounce oregon occupiers saying republican teddy roosevelt envisioned/,,,/potential bidders size swiss travel group kuoni/,,,/presidential candidate sanders takes aim wall street clinton speech/,,,/yahoo must face class action text messages u.s. judge/,,,/obama administration asks top court reject texas abortion law/,,,/obama responsible anger/,,,/christie hits back rubio slime way white house/,,,/president obama amazingly emotional speech gun control"
2016-01-06,0.002318432,-0.21955577983798946,0.9860303996536288,NS,PS,"university fires professor says sandy hook hoax/,,,/valeant appoint interim ceo pearson remains hospitalized source/,,,/l.a. prosecutor declines charge cosby allegations <NUM> women/,,,/white house evidence support north korean hydrogen bomb claim/,,,/judge rules officer william porter must testify officers freddie gray case/,,,/north korea test draws threat sanctions despite h-bomb doubts/,,,/twitter 10k twitterati say save war peace/,,,/america duped climate change/,,,/congress sends bill gut obamacare certain veto/,,,/gop survive civil war"
2016-01-07,0.0021923574,5.437925287435661,5.685659734402151,PL,PL,"<NUM> myths china economy/,,,/gabrielle giffords longer wait congress gun lobby grip act/,,,/microbeads soon banned toothpaste soaps/,,,/renault-nissan alliance plans self-driving cars next four years/,,,/transcanada sues u.s. keystone xl pipeline rejection/,,,/<NUM> starve death besieged syrian town medical charity says/,,,/obama tries bridge divide guns seems wide ever/,,,/united states shouldnâ€™t take sides sunni-shiite struggle/,,,/paris police kill man armed meat cleaver charlie hebdo anniversary/,,,/pro life surrogate mother stand reducing triplets"
2016-01-08,0.0022004016,-0.36692010162212796,5.33960146125537,NS,PL,"democrats urge obama end roundup central american migrants/,,,/exclusive republican politicians jumped gun terrorism suspect arrest sources/,,,/notorious mexican drug lord el chapo recaptured months brazen escape/,,,/republican cruz pushes back questions u.s. citizenship/,,,/crash rates self-driving cars less conventional car study/,,,/exclusive u.s. considers ending program lures cuban doctors defect/,,,/philadelphia police man tried kill officer pledged allegiance islamic state/,,,/dreadful week stocks look reason bounce/,,,/forgotten way african americans stayed safe racist america/,,,/girls children books"
2016-01-09,0.0022173146,-0.7686324169187913,3.795373982011384,NS,PL,"mexican officials chipped away el chapo network recapture/,,,/florida couple kept adopted daughter inside glorified cage police say/,,,/ted cruz spanks daughter republicans a-ok/,,,/anti-migrant protest turns violent german welcome cools/,,,/drug lord guzman faces extradition u.s. lapses lead capture/,,,/juniper networks drop code tied national security agency/,,,/muslim woman gets kicked trump rally — protesting silently/,,,/locked tight duel iowa trump stresses need win state/,,,/powerball jackpot jumps <NUM> million fueling american fantasies/,,,/texas barbecue joint rewarding customers bring guns"
2016-01-10,0.002236416,-0.8614654862237501,4.067592485274147,NS,PL,"cuban mexican. rubio cruz connect latino voters/,,,/new taliban leader whose shadow hangs afghan peace talks/,,,/ever slowly euro zone economy awakes/,,,/rubio absolutely stands <NUM> florida proposal give in-state tuition undocumented immigrants/,,,/bombs laid islamic state hamper iraqi troops ramadi victory/,,,/scenario could become nightmare hillary clinton/,,,/jackpot-rigging scandal forgotten powerball fever sweeps united states/,,,/u.s. flies b-52 south korea north nuclear test/,,,/wall street faces profit recession earnings season begins/,,,/white house invites syrian refugee obama state union address"
2016-01-11,0.0022300422,0.2850006438873862,2.9920513278049015,PS,PL,"imagine congress/,,,/white supremacists campaign calls trump say need muslims/,,,/slain virginia student scent found suspect apartment witness/,,,/carmakers rush put latest tech lower-priced models/,,,/clinton seeks surcharge tax wealthiest tier americans/,,,/smart gun law passes n.j. assembly awaits possible christie veto/,,,/u.n. official says starvation exists besieged syrian towns/,,,/u.s. mexican efforts battle gun trafficking falter gao/,,,/underestimate power trump rage-fueled rise/,,,/exclusive u.s. state attorneys general joining probe health insurer mergers"
